id,titles,urls,edit_count,num_editors,edits_by_top_editors,word_count,reverted_edits
1862,Noah's Arc,/wiki/Noah%27s_Arc_(TV_series),695,277,"255
                                ·
                                (36.7%)",410,29
1863,The Norm Show,/wiki/The_Norm_Show,309,145,"133
                                ·
                                (43%)","1,579",2
1864,"Normal, Ohio","/wiki/Normal,_Ohio",139,86,"50
                                ·
                                (36%)",341,7
1865,North and South,/wiki/North_and_South_(miniseries),753,361,"272
                                ·
                                (36.1%)","1,067",20
1866,North Shore,/wiki/North_Shore_(TV_series),232,158,"57
                                ·
                                (24.6%)",305,8
1867,Northern Exposure,/wiki/Northern_Exposure,"1,150",585,"258
                                ·
                                (22.4%)","1,263",54
1868,Not Necessarily the News,/wiki/Not_Necessarily_the_News,112,87,"31
                                ·
                                (27.7%)",182,3
1869,Notes from the Underbelly,/wiki/Notes_from_the_Underbelly,257,120,"116
                                ·
                                (45.1%)",300,2
1870,Nothing Sacred,/wiki/Nothing_Sacred_(TV_series),92,62,"29
                                ·
                                (31.5%)",292,3
1871,Nova,/wiki/Nova_(TV_series),542,252,"166
                                ·
                                (30.6%)",464,31
1872,Now and Again,/wiki/Now_and_Again,161,111,"48
                                ·
                                (29.8%)",601,13
1873,Nowhere Man,/wiki/Nowhere_Man_(TV_series),287,179,"70
                                ·
                                (24.4%)",551,13
1874,NUMB3RS,/wiki/Numb3rs,1,???,"1
                                ·
                                (100%)","2,795",0
1875,Nurse,/wiki/Michael_Learned#Filmography,405,236,"66
                                ·
                                (16.3%)",861,31
1876,Nurse Jackie,/wiki/Nurse_Jackie,"1,067",536,"194
                                ·
                                (18.2%)",897,73
1877,Nurses,/wiki/Nurses_(TV_series),158,107,"49
                                ·
                                (31%)",321,5
1878,The Nutt House,/wiki/The_Nutt_House,82,54,"37
                                ·
                                (45.1%)",271,3
1879,NYC 22,/wiki/NYC_22,336,113,"191
                                ·
                                (56.8%)",411,22
1880,NYPD Blue,/wiki/NYPD_Blue,"1,151",617,"222
                                ·
                                (19.3%)","3,077",96
1881,edit,/w/index.php?title=List_of_American_television_programs&action=edit&section=17,NA,NA,NA,NA,NA
1882,The O.C.,/wiki/The_O.C.,"8,061","3,777","1,166
                                ·
                                (14.5%)","8,456","1,055"
1883,The Oblongs,/wiki/The_Oblongs,"1,266",662,"275
                                ·
                                (21.7%)",625,75
1884,Ocean Ave.,/wiki/Ocean_Ave.,165,83,"76
                                ·
                                (46.1%)",570,6
1885,October Road,/wiki/October_Road_(TV_series),682,309,"208
                                ·
                                (30.5%)",907,35
1886,The Odd Couple,/wiki/The_Odd_Couple_(1970_TV_series),924,420,"280
                                ·
                                (30.3%)","3,246",38
1887,The Odd Couple,/wiki/The_Odd_Couple_(2015_TV_series),758,241,"429
                                ·
                                (56.6%)","1,237",63
1888,Odd Man Out,/wiki/Odd_Man_Out_(U.S._TV_series),98,57,"40
                                ·
                                (40.8%)",330,1
1889,Off Centre,/wiki/Off_Centre,221,132,"57
                                ·
                                (25.8%)",283,7
1890,Off the Air,/wiki/Off_the_Air_(TV_series),610,151,"422
                                ·
                                (69.2%)","1,364",19
1891,Off the Map,/wiki/Off_the_Map_(TV_series),1,???,"1
                                ·
                                (100%)",221,0
1892,Off the Rack,/wiki/Off_the_Rack_(TV_series),2,???,"3
                                ·
                                (100%)",222,0
1893,The Office,/wiki/The_Office_(U.S._TV_series),"10,427","4,645","2,153
                                ·
                                (20.6%)","7,950","1,669"
1894,Oh Baby,/wiki/Oh_Baby_(TV_series),94,59,"41
                                ·
                                (43.6%)",472,2
1895,"Oh, Grow Up","/wiki/Oh,_Grow_Up",56,40,"22
                                ·
                                (39.3%)",63,1
1896,Oh Madeline,/wiki/Oh_Madeline,111,30,"90
                                ·
                                (81.1%)",268,2
1897,Oh! Those Bells,/wiki/Oh!_Those_Bells,19,11,"15
                                ·
                                (78.9%)",221,0
1898,Ohara,/wiki/Ohara_(TV_series),142,58,"92
                                ·
                                (64.8%)",282,6
1899,"O'Hara, U.S. Treasury","/wiki/O%27Hara,_U.S._Treasury",97,51,"49
                                ·
                                (50.5%)",373,3
1900,The O'Keefes,/wiki/The_O%27Keefes,60,41,"27
                                ·
                                (45%)",109,0
1901,The Oldest Rookie,/wiki/Paul_Sorvino#Filmography,675,436,"88
                                ·
                                (13%)","1,427",26
1902,Oliver Beene,/wiki/Oliver_Beene,179,129,"42
                                ·
                                (23.5%)",367,13
1903,On the Air,/wiki/On_the_Air_(TV_series),166,100,"56
                                ·
                                (33.7%)",305,4
1904,On Our Own,/wiki/On_Our_Own_(1977_TV_series),57,41,"22
                                ·
                                (38.6%)",137,0
1905,On Our Own,/wiki/On_Our_Own_(1994_TV_series),162,95,"56
                                ·
                                (34.6%)",678,5
1906,On the Rocks,/wiki/On_the_Rocks_(U.S._TV_series),22,17,"15
                                ·
                                (68.2%)",73,0
1907,On the Spot,/wiki/On_the_Spot_(2003_TV_series),37,27,"19
                                ·
                                (51.4%)",76,1
1908,Once a Hero,/wiki/Once_a_Hero,110,66,"47
                                ·
                                (42.7%)",409,1
1909,Once and Again,/wiki/Once_and_Again,406,228,"98
                                ·
                                (24.1%)","1,107",11
1910,Once Upon a Time,/wiki/Once_Upon_a_Time_(TV_series),"6,914","2,391","1,801
                                ·
                                (26%)","5,053","1,044"
1911,Once Upon a Time in Wonderland,/wiki/Once_Upon_a_Time_in_Wonderland,692,285,"196
                                ·
                                (28.3%)","1,127",77
1912,One Day at a Time,/wiki/One_Day_at_a_Time,860,443,"174
                                ·
                                (20.2%)","2,013",25
1913,One Day at a Time,/wiki/One_Day_at_a_Time_(2017_TV_series),379,199,"140
                                ·
                                (36.9%)",956,10
1914,One Life to Live,/wiki/One_Life_to_Live,"4,352","1,161","1,502
                                ·
                                (34.5%)","5,947",298
1915,All My Children,/wiki/All_My_Children,"7,506","2,207","1,658
                                ·
                                (22.1%)","8,991",410
1916,One On One,/wiki/One_on_One_(TV_series),865,538,"112
                                ·
                                (12.9%)","1,100",83
1917,One Step Beyond,/wiki/One_Step_Beyond_(TV_series),1,???,"1
                                ·
                                (100%)","1,255",0
1918,One Tree Hill,/wiki/One_Tree_Hill_(TV_series),"10,374","4,270","2,217
                                ·
                                (21.4%)","8,246","1,116"
1919,One West Waikiki,/wiki/One_West_Waikiki,61,31,"38
                                ·
                                (62.3%)",102,4
1920,One World,/wiki/One_World_(TV_series),85,60,"28
                                ·
                                (32.9%)",62,6
1921,Open House,/wiki/Open_House_(1989_TV_series),77,55,"23
                                ·
                                (29.9%)",239,2
1922,Operation Petticoat,/wiki/Operation_Petticoat_(TV_series),1,???,"1
                                ·
                                (100%)","1,423",0
1923,Opposite Sex,/wiki/Opposite_Sex_(TV_series),123,89,"30
                                ·
                                (24.4%)",395,3
1924,Opposite Worlds,/wiki/Opposite_Worlds,149,76,"75
                                ·
                                (50.3%)","1,066",12
1925,The Oprah Winfrey Show,/wiki/The_Oprah_Winfrey_Show,"3,093","1,840","246
                                ·
                                (8%)","5,403",532
1926,Orange Is the New Black,/wiki/Orange_Is_the_New_Black,"2,843","1,369","546
                                ·
                                (19.2%)","2,954",426
1927,The Oregon Trail,/wiki/The_Oregon_Trail_(TV_series),76,48,"36
                                ·
                                (47.4%)",293,3
1928,The O'Reilly Factor,/wiki/The_O%27Reilly_Factor,"2,781","1,352","417
                                ·
                                (15%)","1,252",458
1929,Orleans,/wiki/Orleans_(TV_series),55,44,"16
                                ·
                                (29.1%)",196,1
1930,The Osbournes,/wiki/The_Osbournes,497,345,"57
                                ·
                                (11.5%)","1,104",46
1931,Others,/wiki/The_Others_(TV_series),140,80,"56
                                ·
                                (40%)",261,3
1932,Our Family Honor,/wiki/Our_Family_Honor,37,32,"15
                                ·
                                (40.5%)",265,0
1933,Our House,/wiki/Our_House_(1986_TV_series),158,99,"51
                                ·
                                (32.3%)",506,4
1934,Our World,/wiki/Our_World_(TV_series),2,???,"4
                                ·
                                (100%)","1,146",1
1935,Outcast,/wiki/Outcast_(TV_series),416,162,"172
                                ·
                                (41.3%)",517,45
1936,Out of Control,/wiki/Out_of_Control_(TV_series),184,128,"40
                                ·
                                (21.7%)",261,8
1937,Out of this World,/wiki/Out_of_This_World_(TV_series),467,280,"103
                                ·
                                (22.1%)",879,36
1938,The Outer Limits,/wiki/The_Outer_Limits_(1963_TV_series),427,220,"141
                                ·
                                (33%)","1,811",20
1939,The Outer Limits,/wiki/The_Outer_Limits_(1995_TV_series),355,222,"62
                                ·
                                (17.5%)",972,8
1940,Outlaws,/wiki/Outlaws_(1986_TV_series),62,40,"28
                                ·
                                (45.2%)",409,0
1941,Outsourced,/wiki/Outsourced_(TV_series),694,393,"160
                                ·
                                (23.1%)",369,123
1942,Over There,/wiki/Over_There,384,249,"84
                                ·
                                (21.9%)",340,38
1943,Oz,/wiki/Oz_(TV_series),"1,971","1,156","173
                                ·
                                (8.8%)","1,203",94
1944,Ozzie's Girls,/wiki/Ozzie%27s_Girls,51,36,"21
                                ·
                                (41.2%)",352,3
1945,The Adventures of Ozzie and Harriet,/wiki/The_Adventures_of_Ozzie_and_Harriet,546,313,"105
                                ·
                                (19.2%)","2,203",31
1946,edit,/w/index.php?title=List_of_American_television_programs&action=edit&section=18,NA,NA,NA,NA,NA
1947,Paranormal State,/wiki/Paranormal_State,476,285,"97
                                ·
                                (20.4%)","1,257",57
1948,Pardon the Interruption,/wiki/Pardon_the_Interruption,"1,779",755,"475
                                ·
                                (26.7%)","4,882",137
1949,The Parent 'Hood,/wiki/The_Parent_%27Hood,308,181,"80
                                ·
                                (26%)","1,093",14
1950,Parenthood,/wiki/Parenthood_(1990_TV_series),142,75,"64
                                ·
                                (45.1%)",283,7
1951,Parenthood,/wiki/Parenthood_(2010_TV_series),"1,627",767,"348
                                ·
                                (21.4%)","2,105",149
1952,Parker Lewis Can't Lose,/wiki/Parker_Lewis_Can%27t_Lose,748,497,"105
                                ·
                                (14%)",575,31
1953,The Parkers,/wiki/The_Parkers,719,402,"148
                                ·
                                (20.6%)",491,53
1954,Parks and Recreation,/wiki/Parks_and_Recreation,"2,521","1,280","345
                                ·
                                (13.7%)","7,999",233
1955,The Partridge Family,/wiki/The_Partridge_Family,"1,661",656,"366
                                ·
                                (22%)","2,848",95
1956,Party Down,/wiki/Party_Down,590,249,"262
                                ·
                                (44.4%)",665,60
1957,Party Down South,/wiki/Party_Down_South,333,109,"211
                                ·
                                (63.4%)","1,175",19
1958,Party of Five,/wiki/Party_of_Five,614,389,"82
                                ·
                                (13.4%)","1,031",40
1959,Passions,/wiki/Passions,"4,452","1,404","1,327
                                ·
                                (29.8%)","5,593",255
1960,The Patty Duke Show,/wiki/The_Patty_Duke_Show,627,286,"195
                                ·
                                (31.1%)","1,882",17
1961,The Paul Lynde Show,/wiki/The_Paul_Lynde_Show,122,83,"37
                                ·
                                (30.3%)",582,5
1962,Paul Sand in Friends and Lovers,/wiki/Paul_Sand_in_Friends_and_Lovers,1,???,"1
                                ·
                                (100%)",720,0
1963,PBS NewsHour,/wiki/PBS_NewsHour,983,474,"195
                                ·
                                (19.8%)","2,640",59
1964,Pee-wee's Playhouse,/wiki/Pee-wee%27s_Playhouse,"2,067","1,003","419
                                ·
                                (20.3%)","2,071",174
1965,Penn & Teller: Bullshit!,/wiki/Penn_%26_Teller:_Bullshit!,"1,618",908,"226
                                ·
                                (14%)","2,415",141
1966,Penn & Teller: Fool Us,/wiki/Penn_%26_Teller:_Fool_Us,"1,091",480,"367
                                ·
                                (33.6%)",682,44
1967,Penny Dreadful,/wiki/Penny_Dreadful_(TV_series),"1,108",455,"379
                                ·
                                (34.2%)","1,235",110
1968,The People's Court,/wiki/The_People%27s_Court,"1,439",575,"551
                                ·
                                (38.3%)","3,138",73
1969,People of Earth,/wiki/People_of_Earth_(TV_series),1,???,"5
                                ·
                                (100%)",489,1
1970,Pepper Ann,/wiki/Pepper_Ann,891,532,"124
                                ·
                                (13.9%)",368,99
1971,Perfect Strangers,/wiki/Perfect_Strangers_(U.S._TV_series),1,???,"1
                                ·
                                (100%)","4,622",0
1972,Perry Mason,/wiki/Perry_Mason_(TV_series),"1,154",334,"606
                                ·
                                (52.5%)","5,481",45
1973,Person of Interest,/wiki/Person_of_Interest_(TV_series),"3,008","1,124","1,018
                                ·
                                (33.8%)","4,256",469
1974,Peter Gunn,/wiki/Peter_Gunn,653,331,"193
                                ·
                                (29.6%)","1,599",25
1975,Petticoat Junction,/wiki/Petticoat_Junction,"1,610",493,"623
                                ·
                                (38.7%)","5,525",28
1976,Peyton Place,/wiki/Peyton_Place_(TV_series),621,264,"220
                                ·
                                (35.4%)","9,942",13
1977,Phil Of The Future,/wiki/Phil_of_the_Future,"3,280","1,590","454
                                ·
                                (13.8%)",217,346
1978,The Phil Silvers Show,/wiki/The_Phil_Silvers_Show,482,278,"108
                                ·
                                (22.4%)","2,316",26
1979,Phineas and Ferb,/wiki/Phineas_and_Ferb,"9,140","4,048","1,154
                                ·
                                (12.6%)","4,993","1,232"
1980,Picket Fences,/wiki/Picket_Fences,420,241,"84
                                ·
                                (20%)",895,8
1981,Planet Sheen,/wiki/Planet_Sheen,"1,508",774,"201
                                ·
                                (13.3%)",577,191
1982,Platypus Man,/wiki/Platypus_Man,101,74,"29
                                ·
                                (28.7%)",470,6
1983,Playing It Straight,/wiki/Playing_It_Straight,359,241,"62
                                ·
                                (17.3%)",688,27
1984,Playmakers,/wiki/Playmakers,262,176,"63
                                ·
                                (24%)",596,6
1985,Police Squad!,/wiki/Police_Squad!,860,505,"142
                                ·
                                (16.5%)","1,832",20
1986,Police Story,/wiki/Police_Story_(1973_TV_series),332,153,"153
                                ·
                                (46.1%)",984,10
1987,Police Woman,/wiki/Police_Woman_(TV_series),300,186,"52
                                ·
                                (17.3%)",729,14
1988,Ponderosa,/wiki/Ponderosa_(TV_series),124,73,"42
                                ·
                                (33.9%)",333,4
1989,Postcards from Buster,/wiki/Postcards_from_Buster,979,502,"156
                                ·
                                (15.9%)",818,136
1990,Power,/wiki/Power_(TV_series),981,513,"167
                                ·
                                (17%)",578,95
1991,Power Rangers Dino Charge,/wiki/Power_Rangers_Dino_Charge,724,343,"192
                                ·
                                (26.5%)",923,143
1992,Power Rangers Dino Thunder,/wiki/Power_Rangers_Dino_Thunder,"1,827",790,"448
                                ·
                                (24.5%)","1,175",253
1993,Power Rangers Jungle Fury,/wiki/Power_Rangers_Jungle_Fury,"2,366",772,"977
                                ·
                                (41.3%)",593,452
1994,Power Rangers in Space,/wiki/Power_Rangers_in_Space,"1,637",715,"405
                                ·
                                (24.7%)","1,700",230
1995,Power Rangers Lightspeed Rescue,/wiki/Power_Rangers_Lightspeed_Rescue,"1,220",544,"344
                                ·
                                (28.2%)",553,203
1996,Power Rangers Lost Galaxy,/wiki/Power_Rangers_Lost_Galaxy,"1,329",577,"379
                                ·
                                (28.5%)",772,192
1997,Power Rangers Megaforce,/wiki/Power_Rangers_Megaforce,"1,002",381,"376
                                ·
                                (37.5%)",442,239
1998,Power Rangers Mystic Force,/wiki/Power_Rangers_Mystic_Force,"5,900","1,484","1,860
                                ·
                                (31.5%)",884,616
1999,Power Rangers Ninja Steel,/wiki/Power_Rangers_Ninja_Steel,716,322,"233
                                ·
                                (32.5%)","1,464",118
2000,Power Rangers Ninja Storm,/wiki/Power_Rangers_Ninja_Storm,"1,395",650,"341
                                ·
                                (24.4%)",717,248
2001,Power Rangers Operation Overdrive,/wiki/Power_Rangers_Operation_Overdrive,"3,486",974,"1,331
                                ·
                                (38.2%)",697,514
2002,Power Rangers RPM,/wiki/Power_Rangers_RPM,"2,750",848,"1,017
                                ·
                                (37%)",594,492
2003,Power Rangers Samurai,/wiki/Power_Rangers_Samurai,"1,752",513,"690
                                ·
                                (39.4%)",544,349
2004,Power Rangers SPD,/wiki/Power_Rangers_SPD,5,???,"3
                                ·
                                (60%)",668,0
2005,Power Rangers Time Force,/wiki/Power_Rangers_Time_Force,"1,469",670,"414
                                ·
                                (28.2%)",850,227
2006,Power Rangers Turbo,/wiki/Power_Rangers_Turbo,"1,720",692,"417
                                ·
                                (24.2%)",776,241
2007,Power Rangers Wild Force,/wiki/Power_Rangers_Wild_Force,"1,711",697,"529
                                ·
                                (30.9%)",672,239
2008,Power Rangers Zeo,/wiki/Power_Rangers_Zeo,"1,668",714,"469
                                ·
                                (28.1%)","1,243",251
2009,Powerhouse,/wiki/Powerhouse_(TV_series),231,99,"116
                                ·
                                (50.2%)",455,20
2010,The Practice,/wiki/The_Practice_(1976_TV_series),42,21,"31
                                ·
                                (73.8%)","1,090",1
2011,The Practice,/wiki/The_Practice,850,485,"131
                                ·
                                (15.4%)","1,674",32
2012,Preacher,/wiki/Preacher_(TV_series),"1,243",276,"697
                                ·
                                (56.1%)",926,98
2013,Press Your Luck,/wiki/Press_Your_Luck,"3,151",939,"949
                                ·
                                (30.1%)","3,704",287
2014,The Pretender,/wiki/The_Pretender_(TV_series),633,358,"123
                                ·
                                (19.4%)","1,508",37
2015,Pretty Little Liars,/wiki/Pretty_Little_Liars,"6,596","3,167","904
                                ·
                                (13.7%)","2,537","1,317"
2016,The Price Is Right,/wiki/The_Price_Is_Right_(1956_U.S._game_show),554,242,"194
                                ·
                                (35%)","2,382",32
2017,The Price Is Right,/wiki/The_Price_Is_Right_(U.S._game_show),"8,495","2,489","2,406
                                ·
                                (28.3%)","10,224",986
2018,Prison Break,/wiki/Prison_Break,"8,377","4,013","1,551
                                ·
                                (18.5%)","4,832","1,378"
2019,Private Practice,/wiki/Private_Practice_(TV_series),"2,038",960,"434
                                ·
                                (21.3%)","2,777",139
2020,Project UFO,/wiki/Project_UFO,2,???,"1
                                ·
                                (50%)",596,0
2021,Psych,/wiki/Psych,"3,582","1,771","623
                                ·
                                (17.4%)","1,626",461
2022,The Psychiatrist,/wiki/The_Psychiatrist_(TV_series),41,34,"14
                                ·
                                (34.1%)",321,1
2023,Psychic Kids,/wiki/Psychic_Kids,66,49,"25
                                ·
                                (37.9%)",182,7
2024,The Punisher,/wiki/The_Punisher_(TV_series),"1,059",291,"515
                                ·
                                (48.6%)","1,125",161
2025,Punky Brewster,/wiki/Punky_Brewster,918,483,"180
                                ·
                                (19.6%)","2,174",95
2026,Pushing Daisies,/wiki/Pushing_Daisies,"2,500","1,098","722
                                ·
                                (28.9%)","2,821",261
2027,Puzzle Place,/wiki/The_Puzzle_Place,"1,267",575,"168
                                ·
                                (13.3%)",358,160
2028,edit,/w/index.php?title=List_of_American_television_programs&action=edit&section=19,NA,NA,NA,NA,NA
2029,Quantum Leap,/wiki/Quantum_Leap_(TV_series),4,???,"4
                                ·
                                (100%)","1,960",1
2030,Quark,/wiki/Quark_(TV_series),249,155,"62
                                ·
                                (25%)",177,8
2031,Queen for a Day,/wiki/Queen_for_a_Day,310,157,"115
                                ·
                                (37.1%)","1,922",13
2032,Queen of Swords,/wiki/Queen_of_Swords_(TV_series),834,152,"609
                                ·
                                (73%)","2,944",15
2033,Queer As Folk,/wiki/Queer_as_Folk_(2000_TV_series),6,???,"4
                                ·
                                (44.4%)","1,976",5
2034,Queer Eye for the Straight Guy,/wiki/Queer_Eye,"1,132",595,"282
                                ·
                                (24.9%)","1,966",149
2035,The Quick Draw McGraw Show,/wiki/The_Quick_Draw_McGraw_Show,736,441,"131
                                ·
                                (17.8%)",622,49
2036,"Quincy, M.E.","/wiki/Quincy,_M.E.",702,421,"112
                                ·
                                (16%)","1,677",31
2037,Quinn Martin's Tales of the Unexpected,/wiki/Quinn_Martin%27s_Tales_of_the_Unexpected,64,24,"50
                                ·
                                (78.1%)",717,0
2038,Quantico,/wiki/Quantico_(TV_series),"2,425",679,"886
                                ·
                                (36.5%)","4,171",262
2039,edit,/w/index.php?title=List_of_American_television_programs&action=edit&section=20,NA,NA,NA,NA,NA
2040,Raising Hope,/wiki/Raising_Hope,"1,228",660,"202
                                ·
                                (16.4%)",811,100
2041,Rambo: The Force of Freedom,/wiki/Rambo:_The_Force_of_Freedom,476,217,"154
                                ·
                                (32.4%)",471,26
2042,Ramsay's Kitchen Nightmares,/wiki/Ramsay%27s_Kitchen_Nightmares,957,407,"312
                                ·
                                (32.6%)","5,294",141
2043,Randy Cunningham: 9th Grade Ninja,/wiki/Randy_Cunningham:_9th_Grade_Ninja,837,277,"317
                                ·
                                (37.9%)",214,57
2044,Rango,/wiki/Rango_(TV_series),72,55,"23
                                ·
                                (31.9%)",220,3
2045,Rawhide,/wiki/Rawhide_(TV_series),680,306,"194
                                ·
                                (28.5%)","2,144",16
2046,Ray Donovan,/wiki/Ray_Donovan,686,362,"184
                                ·
                                (26.8%)",361,70
2047,The Real Housewives of Atlanta,/wiki/The_Real_Housewives_of_Atlanta,"6,204","2,166","1,092
                                ·
                                (17.6%)","2,400",796
2048,The Real Housewives of Beverly Hills,/wiki/The_Real_Housewives_of_Beverly_Hills,"5,496","1,548","1,133
                                ·
                                (20.6%)",592,593
2049,The Real Housewives of D.C.,/wiki/The_Real_Housewives_of_D.C.,883,372,"240
                                ·
                                (27.2%)",199,113
2050,The Real Housewives of Miami,/wiki/The_Real_Housewives_of_Miami,"2,299",682,"520
                                ·
                                (22.6%)",373,220
2051,The Real Housewives of New Jersey,/wiki/The_Real_Housewives_of_New_Jersey,"4,281","1,431","717
                                ·
                                (16.7%)",885,379
2052,The Real Housewives of New York City,/wiki/The_Real_Housewives_of_New_York_City,"4,217","1,544","633
                                ·
                                (15%)",693,477
2053,The Real Housewives of Orange County,/wiki/The_Real_Housewives_of_Orange_County,"5,112","1,542","1,053
                                ·
                                (20.6%)",923,479
2054,The Real Housewives of Potomac,/wiki/The_Real_Housewives_of_Potomac,518,164,"235
                                ·
                                (45.4%)",580,58
2055,The Real World,/wiki/The_Real_World,3,???,"3
                                ·
                                (100%)","6,464",0
2056,Real World/Road Rules Challenge,/wiki/Real_World/Road_Rules_Challenge,1,???,"1
                                ·
                                (100%)","2,027",0
2057,Reaper,/wiki/Reaper_(TV_series),"1,854","1,068","216
                                ·
                                (11.7%)","6,074",111
2058,Reba,/wiki/Reba_(TV_series),"2,202","1,137","244
                                ·
                                (11.1%)","1,669",139
2059,Recess,/wiki/Recess_(TV_series),"3,308","1,734","327
                                ·
                                (9.9%)","1,191",343
2060,The Red Skelton Show,/wiki/The_Red_Skelton_Show,255,136,"91
                                ·
                                (35.7%)","1,577",11
2061,Regular Show,/wiki/Regular_Show,"2,521",769,"555
                                ·
                                (22%)","3,205",230
2062,Reign,/wiki/Reign_(2013_TV_series),1,???,"1
                                ·
                                (100%)","1,723",0
2063,Related,/wiki/Related,186,131,"45
                                ·
                                (24.2%)",227,11
2064,The Ren and Stimpy Show,/wiki/The_Ren_%26_Stimpy_Show,"4,809","2,231","769
                                ·
                                (16%)","3,751",483
2065,Renegade,/wiki/Renegade_(TV_series),353,213,"78
                                ·
                                (22.1%)","1,078",12
2066,Reno 911!,/wiki/Reno_911!,"1,881","1,105","183
                                ·
                                (9.7%)","1,422",159
2067,Rescue 911,/wiki/Rescue_911,576,288,"185
                                ·
                                (32.1%)","2,157",24
2068,Rescue Me,/wiki/Rescue_Me_(U.S._TV_series),"1,970","1,042","381
                                ·
                                (19.3%)","5,493",90
2069,Resurrection,/wiki/Resurrection_(U.S._TV_series),718,317,"228
                                ·
                                (31.8%)",601,49
2070,Retired at 35,/wiki/Retired_at_35,198,75,"97
                                ·
                                (49%)",583,1
2071,Reunion,/wiki/Reunion_(TV_series),350,185,"116
                                ·
                                (33.1%)",952,18
2072,Revenge,/wiki/Revenge_(TV_series),"2,614","1,149","518
                                ·
                                (19.8%)","1,646",259
2073,Revolution,/wiki/Revolution_(TV_series),"2,461",999,"459
                                ·
                                (18.7%)","1,949",313
2074,Rhoda,/wiki/Rhoda,"1,146",428,"302
                                ·
                                (26.4%)","3,056",22
2075,Rick and Morty,/wiki/Rick_and_Morty,"2,466","1,147","525
                                ·
                                (21.3%)","2,846",434
2076,Ricki Lake,/wiki/Ricki_Lake_(talk_show),1,???,"2
                                ·
                                (100%)","1,581",0
2077,Ridiculousness,/wiki/Ridiculousness_(TV_series),"1,188",449,"397
                                ·
                                (33.4%)",401,140
2078,The Rifleman,/wiki/The_Rifleman,852,381,"221
                                ·
                                (25.9%)","2,361",26
2079,Ringer,/wiki/Ringer_(TV_series),"1,291",445,"407
                                ·
                                (31.5%)","2,403",126
2080,Rizzoli & Isles,/wiki/Rizzoli_%26_Isles,"1,300",545,"349
                                ·
                                (26.8%)","1,384",115
2081,Roadtrip Nation,/wiki/Roadtrip_Nation,110,47,"65
                                ·
                                (59.1%)","1,079",15
2082,Roary the Racing Car,/wiki/Roary_the_Racing_Car,926,452,"158
                                ·
                                (17.1%)",348,120
2083,Rob & Big,/wiki/Rob_%26_Big,"2,220","1,264","226
                                ·
                                (10.2%)",258,356
2084,Rob Dyrdek's Fantasy Factory,/wiki/Rob_Dyrdek%27s_Fantasy_Factory,"1,280",727,"192
                                ·
                                (15%)",205,251
2085,Robot Chicken,/wiki/Robot_Chicken,"4,977","2,534","794
                                ·
                                (16%)","1,239",645
2086,Roc,/wiki/Roc_(TV_series),200,115,"64
                                ·
                                (32%)",788,8
2087,Rocko's Modern Life,/wiki/Rocko%27s_Modern_Life,"4,008","1,866","743
                                ·
                                (18.5%)","6,309",487
2088,The Rocky and Bullwinkle Show,/wiki/The_Rocky_and_Bullwinkle_Show,2,???,"1
                                ·
                                (33.3%)","3,534",0
2089,Rocket Power,/wiki/Rocket_Power,"2,265","1,373","241
                                ·
                                (10.6%)",540,341
2090,The Rookie,/wiki/The_Rookie_(web_series),47,34,"21
                                ·
                                (44.7%)",534,1
2091,24,/wiki/24_(TV_series),"14,261","6,081","1,806
                                ·
                                (12.7%)","6,344","1,692"
2092,Rookie Blue,/wiki/Rookie_Blue,"1,289",550,"283
                                ·
                                (22%)","1,275",82
2093,The Rookies,/wiki/The_Rookies,293,123,"148
                                ·
                                (50.5%)",753,12
2094,Room 222,/wiki/Room_222,339,181,"82
                                ·
                                (24.2%)",793,18
2095,Roseanne,/wiki/Roseanne_(TV_series),2,???,"2
                                ·
                                (100%)","6,591",0
2096,Roseanne's Nuts,/wiki/Roseanne%27s_Nuts,124,63,"70
                                ·
                                (56.5%)",831,6
2097,Roswell,/wiki/Roswell_(TV_series),"1,146",590,"211
                                ·
                                (18.4%)","3,710",74
2098,Route 66,/wiki/Route_66_(TV_series),"1,375",396,"634
                                ·
                                (46.1%)","3,362",22
2099,Rowan & Martin's Laugh-In,/wiki/Rowan_%26_Martin%27s_Laugh-In,"1,404",674,"223
                                ·
                                (15.9%)","2,775",50
2100,Royal Pains,/wiki/Royal_Pains,"1,212",610,"291
                                ·
                                (24%)",910,114
2101,Rugrats,/wiki/Rugrats,"4,924","2,293","544
                                ·
                                (11%)","5,312",823
2102,Rules of Engagement,/wiki/Rules_of_Engagement_(TV_series),"1,332",698,"277
                                ·
                                (20.8%)","1,068",60
2103,Running Wilde,/wiki/Running_Wilde,298,162,"87
                                ·
                                (29.2%)",766,20
2104,Rush Hour,/wiki/Rush_Hour_(U.S._TV_series),442,170,"163
                                ·
                                (36.9%)",380,28
2105,Rush Hour,/wiki/Rush_Hour_(film_series),1,???,"1
                                ·
                                (100%)","2,262",0
2106,edit,/w/index.php?title=List_of_American_television_programs&action=edit&section=21,NA,NA,NA,NA,NA
2107,Sbado Gigante,/wiki/S%C3%A1bado_Gigante,875,396,"267
                                ·
                                (30.5%)","3,465",57
2108,"Sabrina, the Teenage Witch",/wiki/Sabrina_the_Teenage_Witch_(1996_TV_series),"3,144","1,611","398
                                ·
                                (12.7%)","2,732",258
2109,St. Elsewhere,/wiki/St._Elsewhere,967,551,"125
                                ·
                                (12.9%)","2,862",30
