,title,year,url,edit_count,num_editors,edits_by_top_editors,word_count,reverted_edits
1350,The Robber Bridegroom (novella),1942,/wiki/The_Robber_Bridegroom_(novella),69,47,"27
                                ·
                                (39.1%)",131,1
1351,The Robe,1942,/wiki/The_Robe,175,110,"49
                                ·
                                (28%)",563,5
1352,Rocket to the Morgue,1942,/wiki/Rocket_to_the_Morgue,33,15,"28
                                ·
                                (84.8%)",710,0
1353,The Sea Is My Brother,1942,/wiki/The_Sea_Is_My_Brother,46,25,"27
                                ·
                                (58.7%)",557,1
1354,Seventeenth Summer,1942,/wiki/Seventeenth_Summer,98,64,"31
                                ·
                                (31.6%)",624,11
1355,Snow Treasure,1942,/wiki/Snow_Treasure,135,59,"79
                                ·
                                (58.5%)",1271,20
1356,The Sorcerer's Ship,1942,/wiki/The_Sorcerer%27s_Ship,38,22,"26
                                ·
                                (68.4%)",639,0
1357,Twig (novel),1942,/wiki/Twig_(novel),22,16,"16
                                ·
                                (72.7%)",187,0
1358,The Valley of Decision (novel),1942,/wiki/The_Valley_of_Decision_(novel),33,15,"25
                                ·
                                (75.8%)",413,0
1359,Wolf in Man's Clothing,1942,/wiki/Wolf_in_Man%27s_Clothing,7,4,"6
                                ·
                                (85.7%)",133,0
1360,Adam of the Road,1943,/wiki/Adam_of_the_Road,210,126,"54
                                ·
                                (25.7%)",586,39
1361,At Heaven's Gate,1943,/wiki/At_Heaven%27s_Gate,42,32,"20
                                ·
                                (47.6%)",510,1
1362,Betsy and Tacy Go Downtown,1943,/wiki/Betsy_and_Tacy_Go_Downtown,27,19,"18
                                ·
                                (66.7%)",269,1
1363,The Big Rock Candy Mountain (novel),1943,/wiki/The_Big_Rock_Candy_Mountain_(novel),43,28,"25
                                ·
                                (58.1%)",629,2
1364,The Black Angel (novel),1943,/wiki/The_Black_Angel_(novel),43,25,"28
                                ·
                                (65.1%)",2198,0
1365,The Book of Ptath,1943,/wiki/The_Book_of_Ptath,35,27,"17
                                ·
                                (48.6%)",286,3
1366,The Case of Charles Dexter Ward,1943,/wiki/The_Case_of_Charles_Dexter_Ward,327,197,"83
                                ·
                                (25.4%)",1465,4
1367,The Clue in the Jewel Box,1943,/wiki/The_Clue_in_the_Jewel_Box,58,43,"24
                                ·
                                (41.4%)",112,2
1368,Conjure Wife,1943,/wiki/Conjure_Wife,55,25,"38
                                ·
                                (69.1%)",507,0
1369,Double Indemnity (novel),1943,/wiki/Double_Indemnity_(novel),99,71,"32
                                ·
                                (32.3%)",656,4
1370,The Dream-Quest of Unknown Kadath,1943,/wiki/The_Dream-Quest_of_Unknown_Kadath,366,183,"141
                                ·
                                (38.5%)",2306,10
1371,Earth's Last Citadel,1943,/wiki/Earth%27s_Last_Citadel,36,26,"20
                                ·
                                (55.6%)",85,0
1372,File for Record,1943,/wiki/File_for_Record,21,13,"17
                                ·
                                (81%)",292,0
1373,The Flickering Torch Mystery,1943,/wiki/The_Flickering_Torch_Mystery,105,53,"46
                                ·
                                (43.8%)",486,16
1374,Fog Magic,1943,/wiki/Fog_Magic,38,20,"28
                                ·
                                (73.7%)",523,1
1375,The Forest and the Fort,1943,/wiki/The_Forest_and_the_Fort,35,14,"29
                                ·
                                (82.9%)",119,0
1376,The Fountainhead,1943,/wiki/The_Fountainhead,2125,1026,"527
                                ·
                                (24.8%)",5544,207
1377,Freddy and the Bean Home News,1943,/wiki/Freddy_and_the_Bean_Home_News,24,18,"15
                                ·
                                (62.5%)",781,0
1378,Gideon Planish,1943,/wiki/Gideon_Planish,62,26,"46
                                ·
                                (74.2%)",545,0
1379,The Human Comedy (novel),1943,/wiki/The_Human_Comedy_(novel),230,158,"43
                                ·
                                (18.7%)",255,28
1380,I Wouldn't Be in Your Shoes (novel),1943,/wiki/I_Wouldn%27t_Be_in_Your_Shoes_(novel),16,9,"15
                                ·
                                (93.8%)",87,0
1381,Johnny Tremain,1943,/wiki/Johnny_Tremain,1701,962,"187
                                ·
                                (11%)",2649,379
1382,Journey in the Dark,1943,/wiki/Journey_in_the_Dark,19,16,"13
                                ·
                                (68.4%)",23,0
1383,The Lady in the Lake,1943,/wiki/The_Lady_in_the_Lake,164,95,"60
                                ·
                                (36.6%)",1334,7
1384,Laura (novel),1943,/wiki/Laura_(novel),78,35,"52
                                ·
                                (66.7%)",700,1
1385,The Little Locksmith,1943,/wiki/The_Little_Locksmith,29,22,"17
                                ·
                                (58.6%)",44,1
1386,The Looking-Glass,1943,/wiki/The_Looking-Glass,28,18,"20
                                ·
                                (71.4%)",97,1
1387,The Man Next Door (novel),1943,/wiki/The_Man_Next_Door_(novel),11,6,"11
                                ·
                                (100%)",97,1
1388,Midnight and Jeremiah,1943,/wiki/Midnight_and_Jeremiah,30,15,"25
                                ·
                                (83.3%)",560,0
1389,Miracle in the Rain,1943,/wiki/Miracle_in_the_Rain,99,51,"49
                                ·
                                (49.5%)",2775,2
1390,Mountain Born,1943,/wiki/Mountain_Born,23,15,"18
                                ·
                                (78.3%)",80,1
1391,Rufus M.,1943,/wiki/Rufus_M.,26,15,"20
                                ·
                                (76.9%)",375,0
1392,She Died a Lady,1943,/wiki/She_Died_a_Lady,27,15,"22
                                ·
                                (81.5%)",320,2
1393,There Was an Old Woman (novel),1943,/wiki/There_Was_an_Old_Woman_(novel),18,12,"14
                                ·
                                (77.8%)",436,0
1394,These Happy Golden Years,1943,/wiki/These_Happy_Golden_Years,96,61,"39
                                ·
                                (40.6%)",804,7
1395,A Tree Grows in Brooklyn (novel),1943,/wiki/A_Tree_Grows_in_Brooklyn_(novel),640,432,"62
                                ·
                                (9.7%)",2516,90
1396,Two Serious Ladies,1943,/wiki/Two_Serious_Ladies,40,20,"30
                                ·
                                (75%)",59,1
1397,Wide is the Gate,1943,/wiki/Wide_is_the_Gate,25,18,"17
                                ·
                                (68%)",167,0
1398,Anna and the King of Siam (novel),1944,/wiki/Anna_and_the_King_of_Siam_(novel),73,52,"31
                                ·
                                (42.5%)",207,4
1399,A Bell for Adano (novel),1944,/wiki/A_Bell_for_Adano_(novel),102,71,"33
                                ·
                                (32.4%)",1511,7
1400,Canal Town,1944,/wiki/Canal_Town,24,16,"18
                                ·
                                (75%)",751,1
1401,Dangling Man,1944,/wiki/Dangling_Man,50,29,"30
                                ·
                                (60%)",175,3
1402,The Dark Page,1944,/wiki/The_Dark_Page,13,7,"12
                                ·
                                (92.3%)",58,0
1403,The Dark Tunnel,1944,/wiki/The_Dark_Tunnel,33,28,"15
                                ·
                                (45.5%)",180,1
1404,Dead Ernest (novel),1944,/wiki/Dead_Ernest_(novel),20,13,"16
                                ·
                                (80%)",278,0
1405,Deadline at Dawn (novel),1944,/wiki/Deadline_at_Dawn_(novel),21,10,"19
                                ·
                                (90.5%)",238,0
1406,Dragonwyck (novel),1944,/wiki/Dragonwyck_(novel),44,22,"32
                                ·
                                (72.7%)",450,1
1407,Escape the Night (novel),1944,/wiki/Escape_the_Night_(novel),11,5,"11
                                ·
                                (100%)",87,0
1408,Forever Amber,1944,/wiki/Forever_Amber,229,138,"75
                                ·
                                (32.8%)",2073,2
1409,Freddy and Mr. Camphor,1944,/wiki/Freddy_and_Mr._Camphor,28,19,"18
                                ·
                                (64.3%)",915,0
1410,The Golden Bowl (Manfred),1944,/wiki/The_Golden_Bowl_(Manfred),22,14,"18
                                ·
                                (81.8%)",222,0
1411,He Wouldn't Kill Patience,1944,/wiki/He_Wouldn%27t_Kill_Patience,26,13,"23
                                ·
                                (88.5%)",395,1
1412,The Hundred Dresses,1944,/wiki/The_Hundred_Dresses,215,134,"51
                                ·
                                (23.7%)",334,36
1413,I Married a Dead Man,1944,/wiki/I_Married_a_Dead_Man,17,10,"16
                                ·
                                (94.1%)",189,0
1414,Land of Terror,1944,/wiki/Land_of_Terror,28,19,"19
                                ·
                                (67.9%)",133,0
